index,ca,c1,c2,m,f+,f-,f0,fdd,p1,p2,ba,bv,t,p,co/h2,t/h,L/M,S/M,M,MW,XLogP3,TPSA,Density,MV,RI,DM,MP,BP,L/B
885,179.6257513,-0.02684731,-0.09648615,-0.4567256,0.146,0.04,0.093,0.106,0.18505776,0.14389814,103.9200522,0.571060846,314.15,20,1,2,10,231.5789474,1.9,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.230448921
886,179.6257513,-0.02684731,-0.09648615,-0.4567256,0.146,0.04,0.093,0.106,0.18505776,0.14389814,103.9200522,0.571060846,314.15,20,1,2,10,310.5263158,1.9,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.230448921
887,179.6257513,-0.02684731,-0.09648615,-0.4567256,0.146,0.04,0.093,0.106,0.18505776,0.14389814,103.9200522,0.571060846,314.15,20,1,2,10,463.1578947,1.9,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.278753601
888,179.6257513,-0.02684731,-0.09648615,-0.4567256,0.146,0.04,0.093,0.106,0.18505776,0.14389814,103.9200522,0.571060846,314.15,20,1,2,10,621.0526316,1.9,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.278753601
889,179.6257513,-0.02684731,-0.09648615,-0.4567256,0.146,0.04,0.093,0.106,0.18505776,0.14389814,103.9200522,0.571060846,314.15,22,1.095238095,2,10,310.5263158,1.9,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.230448921
890,179.6257513,-0.02684731,-0.09648615,-0.4567256,0.146,0.04,0.093,0.106,0.18505776,0.14389814,103.9200522,0.571060846,314.15,22.7,1.141509434,2,10,310.5263158,1.9,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.255272505
891,179.6257513,-0.02684731,-0.09648615,-0.4567256,0.146,0.04,0.093,0.106,0.18505776,0.14389814,103.9200522,0.571060846,314.15,30.8,1.905660377,2,10,310.5263158,1.9,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.230448921
892,179.6257513,-0.02684731,-0.09648615,-0.4567256,0.146,0.04,0.093,0.106,0.18505776,0.14389814,103.9200522,0.571060846,314.15,34.8,2.314285714,2,10,310.5263158,1.9,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.255272505
893,179.6257513,-0.02684731,-0.09648615,-0.4567256,0.146,0.04,0.093,0.106,0.18505776,0.14389814,103.9200522,0.571060846,314.15,39.5,2.95,2,10,310.5263158,1.9,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.230448921
894,179.6257513,-0.02684731,-0.09648615,-0.4567256,0.146,0.04,0.093,0.106,0.18505776,0.14389814,103.9200522,0.571060846,314.15,49.1,3.632075472,2,10,310.5263158,1.9,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.230448921
895,179.6257513,-0.02684731,-0.09648615,-0.4567256,0.146,0.04,0.093,0.106,0.18505776,0.14389814,103.9200522,0.571060846,314.15,22.4,0.898305085,2,10,310.5263158,1.9,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.255272505
896,179.6257513,-0.02684731,-0.09648615,-0.4567256,0.146,0.04,0.093,0.106,0.18505776,0.14389814,103.9200522,0.571060846,314.15,28.6,0.580110497,2,10,310.5263158,1.9,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.255272505
897,179.6257513,-0.02684731,-0.09648615,-0.4567256,0.146,0.04,0.093,0.106,0.18505776,0.14389814,103.9200522,0.571060846,314.15,40.2,0.344481605,2,10,310.5263158,1.9,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.255272505
898,179.6257513,-0.02684731,-0.09648615,-0.4567256,0.146,0.04,0.093,0.106,0.18505776,0.14389814,103.9200522,0.571060846,314.15,45.2,0.30259366,2,10,310.5263158,1.9,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.255272505
899,179.6257513,-0.02684731,-0.09648615,-0.4447401,0.177,0.009,0.093,0.168,0.18692653,0.14373839,92.92177467,0.483181141,353.15,50,1,4,4,8000,0.1,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.052178012
900,179.6257513,-0.02684731,-0.09648615,-0.45978412,0.199,0.007,0.103,0.192,0.15025003,0.12867364,98.12603079,0.495399273,353.15,50,1,4,4,8000,0.1,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.052178012
901,179.6257513,-0.02684731,-0.09648615,-0.46044342,0.189,0.006,0.098,0.183,0.16500923,0.14296631,96.47041523,0.494222885,353.15,50,1,4,4,8000,0.1,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.052178012
902,179.6257513,-0.02684731,-0.09648615,-0.45978412,0.199,0.007,0.103,0.192,0.15025003,0.12867364,98.12603079,0.495399273,373.15,50,1,4,4,8000,0.1,32.04,-0.5,20.2,0.791,40.5,1.328,2.87,-97,65,0.104735351
903,179.6257513,-0.02684731,-0.09648615,-0.45978412,0.199,0.007,0.103,0.192,0.15025003,0.12867364,98.12603079,0.495399273,373.15,50,1,4,4,8000,0.1,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,-0.1224064
904,179.6257513,-0.02684731,-0.09648615,-0.45978412,0.199,0.007,0.103,0.192,0.15025003,0.12867364,98.12603079,0.495399273,353.15,50,1,4,4,2000,0.1,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.087150176
905,90.44648482,-0.0296277,-0.08811316,-0.37923882,0.183,0.01,0.097,0.173,0.06099538,0.02000761,102.0502661,0.51704016,353.15,20,1,16,2,500,0.5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.907997321
906,86.32858791,-0.03351993,-0.0915859,-0.37923882,0.183,0.01,0.097,0.173,0.06099538,0.02000761,102.0502661,0.51704016,353.15,20,1,16,2,500,0.5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.865301426
907,86.97157382,-0.03685983,-0.09147438,-0.37923882,0.183,0.01,0.097,0.173,0.06099538,0.02000761,102.0502661,0.51704016,353.15,20,1,16,2,500,0.5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,1.123384909
908,85.94757873,-0.03127175,-0.08804869,-0.37923882,0.183,0.01,0.097,0.173,0.06099538,0.02000761,102.0502661,0.51704016,353.15,20,1,16,2,500,0.5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.907997321
909,86.68428361,-0.03994726,-0.08761815,-0.37923882,0.183,0.01,0.097,0.173,0.06099538,0.02000761,102.0502661,0.51704016,353.15,20,1,16,2,500,0.5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.688629171
910,89.45729336,0.01455945,-0.10318954,-0.50286428,0.132,0.026,0.079,0.106,0.51494743,0.49425579,160.734068,0.862059728,373.15,20,1,16,10,1000,0.25,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,2
911,89.75286759,0.01204986,-0.1117229,-0.50286428,0.132,0.026,0.079,0.106,0.51494743,0.49425579,160.734068,0.862059728,373.15,20,1,16,10,1000,0.25,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,2
912,89.77611795,0.00979605,-0.10671862,-0.50286428,0.132,0.026,0.079,0.106,0.51494743,0.49425579,160.734068,0.862059728,373.15,20,1,16,10,1000,0.25,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,2
913,174.4210083,0.01454648,-0.10373201,-0.50286428,0.132,0.026,0.079,0.106,0.51494743,0.49425579,160.734068,0.862059728,373.15,20,1,16,10,1000,0.25,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,2
914,231.7665329,0.01636123,-0.10304529,-0.50286428,0.132,0.026,0.079,0.106,0.51494743,0.49425579,160.734068,0.862059728,373.15,20,1,16,10,1000,0.25,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,2
915,179.6257513,-0.02684731,-0.09648615,-0.61352792,0.211,0.038,0.124,0.173,0.05494467,-0.61352792,90.91155316,0.512707324,398.15,60,1,5,2.4,508,1.666666667,134.18,-0.4,27.7,0.94,142.7,1.408,1.92,-64,162,0.431959096
916,179.6257513,-0.02684731,-0.09648615,-0.61464075,0.195,0.037,0.116,0.158,0.06450424,0.04562656,89.32178305,0.538442275,398.15,60,1,5,2.4,508,1.666666667,134.18,-0.4,27.7,0.94,142.7,1.408,1.92,-64,162,0.410174465
917,179.6257513,-0.02684731,-0.09648615,-0.63219257,0.204,0.038,0.121,0.166,0.05563171,0.01470622,89.18240391,0.567397736,398.15,60,1,5,2.4,508,1.666666667,134.18,-0.4,27.7,0.94,142.7,1.408,1.92,-64,162,0.307560863
918,179.6257513,-0.02684731,-0.09648615,-0.61352792,0.211,0.038,0.124,0.173,0.05494467,-0.61352792,90.91155316,0.512707324,398.15,60,1,5,1.1,508,1.666666667,134.18,-0.4,27.7,0.94,142.7,1.408,1.92,-64,162,0.410174465
919,179.6257513,-0.02684731,-0.09648615,-0.63219257,0.204,0.038,0.121,0.166,0.05563171,0.01470622,89.18240391,0.567397736,398.15,60,1,5,1.1,508,1.666666667,134.18,-0.4,27.7,0.94,142.7,1.408,1.92,-64,162,0.367976785
920,179.6257513,-0.02684731,-0.09648615,-0.61352792,0.211,0.038,0.124,0.173,0.05494467,-0.61352792,90.91155316,0.512707324,398.15,60,1,24,1.1,644,1.666666667,134.18,-0.4,27.7,0.94,142.7,1.408,1.92,-64,162,0.367976785
921,179.6257513,-0.02684731,-0.09648615,-0.61464075,0.195,0.037,0.116,0.158,0.06450424,0.04562656,89.32178305,0.538442275,398.15,60,1,24,1.1,644,1.666666667,134.18,-0.4,27.7,0.94,142.7,1.408,1.92,-64,162,0.367976785
922,179.6257513,-0.02684731,-0.09648615,-0.63219257,0.204,0.038,0.121,0.166,0.05563171,0.01470622,89.18240391,0.567397736,398.15,60,1,24,1.1,644,1.666666667,134.18,-0.4,27.7,0.94,142.7,1.408,1.92,-64,162,0.307560863
923,179.6257513,-0.02684731,-0.09648615,-0.62549241,0.204,0.047,0.125,0.157,0.06345822,0.05826623,88.75898378,0.561608973,398.15,60,1,24,1.1,644,1.666666667,134.18,-0.4,27.7,0.94,142.7,1.408,1.92,-64,162,0.307560863
924,88.1398339,-0.02391834,-0.09760623,-0.50338236,0.245,0.021,0.133,0.224,-0.0189927,-0.04360967,84.61948312,0.492068114,393.15,50,1,1,1,1000,1,90.12,-0.2,18.5,0.869,103.7,1.38,1.71,-68,84,0.230448921
925,88.1398339,-0.02391834,-0.09760623,-0.50338236,0.245,0.021,0.133,0.224,-0.0189927,-0.04360967,84.61948312,0.492068114,413.15,50,1,1,1,1000,1,90.12,-0.2,18.5,0.869,103.7,1.38,1.71,-68,84,0.113943352
926,88.1398339,-0.02391834,-0.09760623,-0.50338236,0.245,0.021,0.133,0.224,-0.0189927,-0.04360967,84.61948312,0.492068114,433.15,50,1,1,1,1000,1,90.12,-0.2,18.5,0.869,103.7,1.38,1.71,-68,84,0.041392685
927,88.1398339,-0.02391834,-0.09760623,-0.50338236,0.245,0.021,0.133,0.224,-0.0189927,-0.04360967,84.61948312,0.492068114,433.15,30,1,1,1,1000,1,90.12,-0.2,18.5,0.869,103.7,1.38,1.71,-68,84,-0.026872146
928,88.1398339,-0.02391834,-0.09760623,-0.50338236,0.245,0.021,0.133,0.224,-0.0189927,-0.04360967,84.61948312,0.492068114,433.15,50,1,1,1,1000,1,90.12,-0.2,18.5,0.869,103.7,1.38,1.71,-68,84,0.041392685
929,88.1398339,-0.02391834,-0.09760623,-0.50338236,0.245,0.021,0.133,0.224,-0.0189927,-0.04360967,84.61948312,0.492068114,433.15,70,1,1,1,1000,1,90.12,-0.2,18.5,0.869,103.7,1.38,1.71,-68,84,0.113943352
930,88.1398339,-0.02391834,-0.09760623,-0.50338236,0.245,0.021,0.133,0.224,-0.0189927,-0.04360967,84.61948312,0.492068114,433.15,90,1,1,1,1000,1,90.12,-0.2,18.5,0.869,103.7,1.38,1.71,-68,84,0.146128036
931,120.1911511,-0.03087081,-0.09434844,-0.50338236,0.245,0.021,0.133,0.224,-0.0189927,-0.04360967,84.61948312,0.492068114,413.15,30,1,2,1,1000,1,90.12,-0.2,18.5,0.869,103.7,1.38,1.71,-68,84,0.140178703
932,120.1911511,-0.03087081,-0.09434844,-0.52695085,0.266,0.018,0.142,0.248,-0.0254717,-0.04504439,87.66384496,0.502323658,413.15,30,1,2,1,1000,1,90.12,-0.2,18.5,0.869,103.7,1.38,1.71,-68,84,0.1224064
933,120.1911511,-0.03087081,-0.09434844,-0.54890151,0.297,0.113,0.205,0.184,-0.01263724,-0.03645033,88.12474769,0.48275601,413.15,30,1,2,1,1000,1,90.12,-0.2,18.5,0.869,103.7,1.38,1.71,-68,84,0.069635928
934,120.1911511,-0.03087081,-0.09434844,-0.54386735,0.297,0.043,0.17,0.254,-0.02153271,-0.02163879,88.99098342,0.489412505,413.15,30,1,2,1,1000,1,90.12,-0.2,18.5,0.869,103.7,1.38,1.71,-68,84,0.017374096
935,120.1911511,-0.03087081,-0.09434844,-0.58468814,0.181,0.012,0.096,0.169,0.44385134,0.4434036,119.2304267,0.597529584,393.15,15,1,0.333333333,3,1000,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,2
936,120.1911511,-0.03087081,-0.09434844,-0.50640247,0.225,0.017,0.121,0.208,-0.01488262,-0.02484076,110.7025994,0.583541045,393.15,10.3,1,0.333333333,400,1000,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,1.531478917
937,179.6257513,-0.02684731,-0.09648615,-0.58030802,0.31,0.118,0.214,0.192,-0.03129406,-0.03134635,101.3841098,0.468056979,313.15,40,0.333333333,24,2,100,5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.629731418
938,179.6257513,-0.02684731,-0.09648615,-0.54584733,0.286,0.142,0.214,0.144,-0.01429908,-0.01526098,120.1814061,0.565126491,313.15,40,0.333333333,24,2,100,5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.431959096
939,179.6257513,-0.02684731,-0.09648615,-0.54898542,0.235,0.144,0.19,0.091,-0.00722318,-0.02107018,118.1106916,0.821724748,313.15,40,0.333333333,24,2,100,5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.431959096
940,179.6257513,-0.02684731,-0.09648615,-0.55330396,0.264,0.114,0.189,0.15,-0.01245204,-0.01942218,118.9895814,0.604302553,313.15,40,0.333333333,24,2,100,5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.602059991
941,179.6257513,-0.02684731,-0.09648615,-0.46464383,0.22,0.169,0.194,0.051,0.04379599,-0.00772869,152.6829183,0.908224236,313.15,40,0.333333333,24,2,100,5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.629731418
942,179.6257513,-0.02684731,-0.09648615,-0.52070112,0.251,0.142,0.197,0.109,0.01851691,0.01467129,127.8522207,0.658393123,313.15,40,0.333333333,24,2,100,5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.431959096
943,179.6257513,-0.02684731,-0.09648615,-0.51896944,0.248,0.137,0.192,0.111,0.0169681,0.00684417,133.0698201,0.662813315,313.15,40,0.333333333,24,2,100,5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.454258372
944,179.6257513,-0.02684731,-0.09648615,-0.513443,0.234,0.085,0.16,0.149,0.01798742,0.01792128,112.9278688,0.626362747,313.15,40,0.333333333,24,2,100,5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.477121255
945,179.6257513,-0.02684731,-0.09648615,-0.46547931,0.191,0.025,0.108,0.166,0.0120699,-0.02168544,131.7144222,0.692525857,313.15,40,0.333333333,24,2,100,5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.720159303
946,179.6257513,-0.02684731,-0.09648615,-0.49131354,0.194,0.027,0.11,0.167,-0.00862179,-0.01008837,129.3158782,0.624155563,313.15,40,0.333333333,24,2,100,5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.658541347
947,179.6257513,-0.02684731,-0.09648615,-0.48317372,0.205,0.024,0.114,0.181,0.04297017,0.02525429,124.4680848,0.661048733,313.15,40,0.333333333,24,2,100,5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.658541347
948,179.6257513,-0.02684731,-0.09648615,-0.52292886,0.236,0.029,0.132,0.207,0.00223625,-0.00983162,112.1177968,0.598152721,313.15,40,0.333333333,24,2,100,5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.688629171
949,179.6257513,-0.02684731,-0.09648615,-0.5154119,0.209,0.013,0.111,0.196,-0.01596481,-0.01681404,121.6454112,0.663209327,313.15,40,0.333333333,24,2,100,5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.688629171
950,179.6257513,-0.02684731,-0.09648615,-0.50640247,0.225,0.017,0.121,0.208,-0.01488262,-0.02484076,110.7025994,0.583541045,313.15,40,0.333333333,24,2,100,5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.500602351
951,179.6257513,-0.02684731,-0.09648615,-0.50640247,0.225,0.017,0.121,0.208,-0.01488262,-0.02484076,110.7025994,0.583541045,313.15,40,0.333333333,24,1,100,5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.658541347
952,179.6257513,-0.02684731,-0.09648615,-0.50640247,0.225,0.017,0.121,0.208,-0.01488262,-0.02484076,110.7025994,0.583541045,313.15,40,0.333333333,24,4,100,5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.500602351
953,179.6257513,-0.02684731,-0.09648615,-0.50640247,0.225,0.017,0.121,0.208,-0.01488262,-0.02484076,110.7025994,0.583541045,313.15,40,0.333333333,24,8,100,5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.431959096
954,179.6257513,-0.02684731,-0.09648615,-0.50640247,0.225,0.017,0.121,0.208,-0.01488262,-0.02484076,110.7025994,0.583541045,313.15,40,0.333333333,24,32,100,5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.307560863
955,179.6257513,-0.02684731,-0.09648615,-0.50640247,0.225,0.017,0.121,0.208,-0.01488262,-0.02484076,110.7025994,0.583541045,313.15,40,0.333333333,24,4,100,5,108.14,2.1,9.2,0.99,109.2,1.517,1.36,-3,154,0.367976785
956,179.6257513,-0.02684731,-0.09648615,-0.50640247,0.225,0.017,0.121,0.208,-0.01488262,-0.02484076,110.7025994,0.583541045,313.15,40,0.333333333,24,4,100,5,90.08,0.5,35.5,1.073,84,1.369,0.93,4,90,0.477121255
957,179.6257513,-0.02684731,-0.09648615,-0.50640247,0.225,0.017,0.121,0.208,-0.01488262,-0.02484076,110.7025994,0.583541045,313.15,40,0.333333333,24,4,100,5,118.13,1.2,35.5,0.976,121,1.384,1.07,-43,127,0.410174465
958,179.6257513,-0.02684731,-0.09648615,-0.50640247,0.225,0.017,0.121,0.208,-0.01488262,-0.02484076,110.7025994,0.583541045,333.15,40,0.333333333,24,4,100,5,108.14,2.1,9.2,0.99,109.2,1.517,1.36,-3,154,0.288065018
959,179.6257513,-0.02684731,-0.09648615,-0.50640247,0.225,0.017,0.121,0.208,-0.01488262,-0.02484076,110.7025994,0.583541045,333.15,40,1,24,4,100,5,108.14,2.1,9.2,0.99,109.2,1.517,1.36,-3,154,0.602059991
960,179.6257513,-0.02684731,-0.09648615,-0.50640247,0.225,0.017,0.121,0.208,-0.01488262,-0.02484076,110.7025994,0.583541045,333.15,20,0.333333333,24,4,100,5,108.14,2.1,9.2,0.99,109.2,1.517,1.36,-3,154,0.347487397
961,179.6257513,-0.02684731,-0.09648615,-0.50640247,0.225,0.017,0.121,0.208,-0.01488262,-0.02484076,110.7025994,0.583541045,333.15,5,0.333333333,24,4,100,5,108.14,2.1,9.2,0.99,109.2,1.517,1.36,-3,154,0.017374096
962,85.40462423,-0.0257166,-0.08442146,-0.4173734,0.119,0.188,0.154,-0.069,0.06586252,0.00247583,174.2091916,0.503540813,373.15,80,1,24,1,50,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.194265228
963,85.40462423,-0.0257166,-0.08442146,-0.41711679,0.111,0.188,0.149,-0.077,0.05560606,0.05064126,98.45566906,0.494187943,373.15,80,1,24,1,50,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.176091259
964,85.40462423,-0.0257166,-0.08442146,-0.3978467,0.102,0.202,0.152,-0.1,0.0627761,0.0483095,98.90273196,0.468196748,373.15,80,1,24,1,50,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.052178012
965,85.40462423,-0.0257166,-0.08442146,-0.46139713,0.129,0.155,0.142,-0.026,0.34820726,0.34686898,93.17028459,0.452769754,373.15,80,1,24,1,50,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.104735351
966,85.40462423,-0.0257166,-0.08442146,-0.44638816,0.119,0.161,0.14,-0.042,0.39191335,0.34351092,95.26188457,0.502125652,373.15,80,1,24,1,50,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0
967,85.40462423,-0.0257166,-0.08442146,-0.45959498,0.123,0.163,0.143,-0.04,0.37422232,0.3350582,96.30606778,0.468016213,373.15,80,1,24,1,50,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.176091259
968,85.40462423,-0.0257166,-0.08442146,-0.42908816,0.113,0.176,0.144,-0.063,0.04633256,0.04288981,85.54346385,0.486850075,323.15,80,1,96,1,50,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.194976603
969,85.40462423,-0.0257166,-0.08442146,-0.42908816,0.113,0.176,0.144,-0.063,0.04633256,0.04288981,85.54346385,0.486850075,373.15,80,1,24,1,50,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.753327667
970,87.94268994,-0.02826078,-0.08564041,-0.42908816,0.113,0.176,0.144,-0.063,0.04633256,0.04288981,85.54346385,0.486850075,323.15,80,1,96,1,50,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.268845312
971,87.94268994,-0.02826078,-0.08564041,-0.42908816,0.113,0.176,0.144,-0.063,0.04633256,0.04288981,85.54346385,0.486850075,373.15,80,1,24,1,50,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.017374096
972,91.31693532,-0.02686305,-0.08429163,-0.42908816,0.113,0.176,0.144,-0.063,0.04633256,0.04288981,85.54346385,0.486850075,323.15,80,1,96,1,50,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.158068155
973,91.31693532,-0.02686305,-0.08429163,-0.42908816,0.113,0.176,0.144,-0.063,0.04633256,0.04288981,85.54346385,0.486850075,373.15,80,1,24,1,50,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.069635928
974,87.79704769,-0.02609162,-0.08241551,-0.42908816,0.113,0.176,0.144,-0.063,0.04633256,0.04288981,85.54346385,0.486850075,323.15,80,1,96,1,50,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.549671922
975,87.79704769,-0.02609162,-0.08241551,-0.42908816,0.113,0.176,0.144,-0.063,0.04633256,0.04288981,85.54346385,0.486850075,373.15,80,1,24,1,50,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.140178703
976,85.40462423,-0.0257166,-0.08442146,-0.48640162,0.122,0.178,0.15,-0.056,-0.00264496,-0.02134591,87.90687423,0.450859579,323.15,80,1,96,1,50,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.658541347
977,85.40462423,-0.0257166,-0.08442146,-0.48640162,0.122,0.178,0.15,-0.056,-0.00264496,-0.02134591,87.90687423,0.450859579,373.15,80,1,24,1,50,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.367976785
978,179.6257513,-0.02684731,-0.09648615,-0.45819719,0.097,0.146,0.121,-0.049,0.03247885,0.02045593,135.0331232,0.599166045,293.15,40,1,4,1,1000,1.37,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,2.397940009
979,179.6257513,-0.02684731,-0.09648615,-0.45819719,0.097,0.146,0.121,-0.049,0.03247885,0.02045593,135.0331232,0.599166045,303.15,40,1,3.3,1,1000,1.37,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,2.397940009
980,179.6257513,-0.02684731,-0.09648615,-0.45819719,0.097,0.146,0.121,-0.049,0.03247885,0.02045593,135.0331232,0.599166045,313.15,40,1,2,1,1000,1.37,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,2.397940009
981,179.6257513,-0.02684731,-0.09648615,-0.45819719,0.097,0.146,0.121,-0.049,0.03247885,0.02045593,135.0331232,0.599166045,323.15,40,1,1.3,1,1000,1.37,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,2.290034611
982,179.6257513,-0.02684731,-0.09648615,-0.45819719,0.097,0.146,0.121,-0.049,0.03247885,0.02045593,135.0331232,0.599166045,333.15,40,1,1,1,1000,1.37,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,2.130333768
983,179.6257513,-0.02684731,-0.09648615,-0.45819719,0.097,0.146,0.121,-0.049,0.03247885,0.02045593,135.0331232,0.599166045,343.15,40,1,0.8,1,1000,1.37,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,1.857332496
984,179.6257513,-0.02684731,-0.09648615,-0.45819719,0.097,0.146,0.121,-0.049,0.03247885,0.02045593,135.0331232,0.599166045,353.15,40,1,0.4,1,1000,1.37,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,1.740362689
985,179.6257513,-0.02684731,-0.09648615,-0.45819719,0.097,0.146,0.121,-0.049,0.03247885,0.02045593,135.0331232,0.599166045,363.15,40,1,0.3,1,1000,1.37,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,1.591064607
986,179.6257513,-0.02684731,-0.09648615,-0.45819719,0.097,0.146,0.121,-0.049,0.03247885,0.02045593,135.0331232,0.599166045,373.15,40,1,0.2,1,1000,1.37,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,1.342422681
987,179.6257513,-0.02684731,-0.09648615,-0.45819719,0.097,0.146,0.121,-0.049,0.03247885,0.02045593,135.0331232,0.599166045,383.15,40,1,0.1,1,1000,1.37,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,1.361727836
988,179.6257513,-0.02684731,-0.09648615,-0.45819719,0.097,0.146,0.121,-0.049,0.03247885,0.02045593,135.0331232,0.599166045,393.15,40,1,0.1,1,1000,1.37,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,1.322219295
989,88.15370142,0.11024985,-0.09339,-0.45330897,0.137,0.006,0.071,0.131,0.25321522,0.00718367,82.72477016,0.590989564,333.15,30,1,14,4,1000,0.1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-3
990,88.15370142,0.11024985,-0.09339,-0.45330897,0.137,0.006,0.071,0.131,0.25321522,0.00718367,82.72477016,0.590989564,333.15,30,1,14,4,500,0.1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-3
991,88.15370142,0.11024985,-0.09339,-0.45330897,0.137,0.006,0.071,0.131,0.25321522,0.00718367,82.72477016,0.590989564,353.15,30,1,14,4,1000,0.1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-3
992,88.15370142,0.11024985,-0.09339,-0.45330897,0.137,0.006,0.071,0.131,0.25321522,0.00718367,82.72477016,0.590989564,318.15,30,1,14,4,500,0.1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-2.696356389
993,88.15370142,0.11024985,-0.09339,-0.45330897,0.137,0.006,0.071,0.131,0.25321522,0.00718367,82.72477016,0.590989564,333.15,30,0.2,14,4,1000,0.1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-3
