Index,olefin,metal,Ligand-M,ligand,solvent,T(K),p(bar),CO/H2,t(h),L/M,S/M,[M](mM),CA,C1,C2,CM,P1,P2,BA,BV,t,P,CO/H2,t/h,L/M,S/M,M,MW,XLogP3,TPSA,Density,MV,RI,DM,MP,BP,L/B
1080,C=CC1=CC=C(C(C)(C)C)C=C1,Rh,C1=CC(P->%16(OC2=CC=C3OC4=C(CCCC4)C3=C2C2=C(OP->%17(C3C=CC=C3)N3C=CC=C3)C=CC3=C2C2=C(CCCC2)O3)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC(P(OC2=CC=C3OC4=C(CCCC4)C3=C2C2=C(OP(C3C=CC=C3)N3C=CC=C3)C=CC3=C2C2=C(CCCC2)O3)N2C=CC=C2)C=C1,CC1=CC=CC=C1,373.15,10,1,1,3,40000,1,101.5752499,-0.088804762,-0.038683993,-0.095261326,0.308140493,0.328754855,92.79850953,0.572819605,373.15,10,1,1,3,40000,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.653212514
1081,C=CC1=CC=C(OC)C=C1,Rh,C1=CC(P->%16(OC2=CC=C3OC4=C(CCCC4)C3=C2C2=C(OP->%17(C3C=CC=C3)N3C=CC=C3)C=CC3=C2C2=C(CCCC2)O3)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC(P(OC2=CC=C3OC4=C(CCCC4)C3=C2C2=C(OP(C3C=CC=C3)N3C=CC=C3)C=CC3=C2C2=C(CCCC2)O3)N2C=CC=C2)C=C1,CC1=CC=CC=C1,373.15,10,1,1,3,40000,1,90.2325276,-0.094427838,-0.040085074,-0.095261326,0.308140493,0.328754855,92.79850953,0.572819605,373.15,10,1,1,3,40000,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.72427587
1082,C=CC1=CC=C(OC(C)=O)C=C1,Rh,C1=CC(P->%16(OC2=CC=C3OC4=C(CCCC4)C3=C2C2=C(OP->%17(C3C=CC=C3)N3C=CC=C3)C=CC3=C2C2=C(CCCC2)O3)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC(P(OC2=CC=C3OC4=C(CCCC4)C3=C2C2=C(OP(C3C=CC=C3)N3C=CC=C3)C=CC3=C2C2=C(CCCC2)O3)N2C=CC=C2)C=C1,CC1=CC=CC=C1,373.15,10,1,1,3,40000,1,88.49869227,-0.08590536,-0.03850363,-0.095261326,0.308140493,0.328754855,92.79850953,0.572819605,373.15,10,1,1,3,40000,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.785329835
1083,C=CC1=CC=C(F)C=C1,Rh,C1=CC(P->%16(OC2=CC=C3OC4=C(CCCC4)C3=C2C2=C(OP->%17(C3C=CC=C3)N3C=CC=C3)C=CC3=C2C2=C(CCCC2)O3)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC(P(OC2=CC=C3OC4=C(CCCC4)C3=C2C2=C(OP(C3C=CC=C3)N3C=CC=C3)C=CC3=C2C2=C(CCCC2)O3)N2C=CC=C2)C=C1,CC1=CC=CC=C1,373.15,10,1,1,3,40000,1,85.32333115,-0.087033601,-0.038890948,-0.095261326,0.308140493,0.328754855,92.79850953,0.572819605,373.15,10,1,1,3,40000,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.72427587
1084,C=CC1=CC=C(Br)C=C1,Rh,C1=CC(P->%16(OC2=CC=C3OC4=C(CCCC4)C3=C2C2=C(OP->%17(C3C=CC=C3)N3C=CC=C3)C=CC3=C2C2=C(CCCC2)O3)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC(P(OC2=CC=C3OC4=C(CCCC4)C3=C2C2=C(OP(C3C=CC=C3)N3C=CC=C3)C=CC3=C2C2=C(CCCC2)O3)N2C=CC=C2)C=C1,CC1=CC=CC=C1,373.15,10,1,1,3,40000,1,88.86544757,-0.081833426,-0.037764578,-0.095261326,0.308140493,0.328754855,92.79850953,0.572819605,373.15,10,1,1,3,40000,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.748188027
1085,C=CC1=CC=C(C(F)(F)F)C=C1,Rh,C1=CC(P->%16(OC2=CC=C3OC4=C(CCCC4)C3=C2C2=C(OP->%17(C3C=CC=C3)N3C=CC=C3)C=CC3=C2C2=C(CCCC2)O3)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC(P(OC2=CC=C3OC4=C(CCCC4)C3=C2C2=C(OP(C3C=CC=C3)N3C=CC=C3)C=CC3=C2C2=C(CCCC2)O3)N2C=CC=C2)C=C1,CC1=CC=CC=C1,373.15,10,1,1,3,40000,1,90.44544861,-0.076364136,-0.036589531,-0.095261326,0.308140493,0.328754855,92.79850953,0.572819605,373.15,10,1,1,3,40000,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.672097858
1086,C=CCOC(C)=O,Rh,CC1(C)C2=C(OC3=C1C=CC=C3P->%16(C1=CC=CC=C1)C1=CC=CC=C1)C(P->%17(C1=CC=CC=C1)C1=CC=CC=C1)=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)C2=C(OC3=C1C=CC=C3P(C1=CC=CC=C1)C1=CC=CC=C1)C(P(C1=CC=CC=C1)C1=CC=CC=C1)=CC=C2,CC1=CC=CC=C1,373.15,40,1,2,2,400,25,88.03829144,-0.092209988,-0.04025504,-0.10776547,0.213729,0.195563109,102.0502661,0.51704016,373.15,40,1,2,2,400,25,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,2
1087,C=CCOC(C)=O,Rh,CC1(C)C2=CC=CC(P->%16(=O)(C3=CC=CC=C3)C3=CC=CC=C3)=C2OC2=C1C=CC=C2P->%17(=O)(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)C2=CC=CC(P(=O)(C3=CC=CC=C3)C3=CC=CC=C3)=C2OC2=C1C=CC=C2P(=O)(C1=CC=CC=C1)C1=CC=CC=C1,CC1=CC=CC=C1,373.15,40,1,2,2,400,25,88.03829144,-0.092209988,-0.04025504,0.179389952,0.287846168,0.388362787,118.1829597,0.811277022,373.15,40,1,2,2,400,25,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.041392685
1088,C=CCOC(C)=O,Rh,CC1(C)C2=CC=CC(P->%16(=S)(C3=CC=CC=C3)C3=CC=CC=C3)=C2OC2=C1C=CC=C2P->%17(=S)(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)C2=CC=CC(P(=S)(C3=CC=CC=C3)C3=CC=CC=C3)=C2OC2=C1C=CC=C2P(=S)(C1=CC=CC=C1)C1=CC=CC=C1,CC1=CC=CC=C1,373.15,40,1,2,2,400,25,88.03829144,-0.092209988,-0.04025504,0.047162071,0.222624414,0.22333527,101.8397992,0.730991428,373.15,40,1,2,2,400,25,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.045757491
1089,C=CCOC(C)=O,Rh,CC1(C)C2=CC=CC(P->%16(C(C)(C)C)C(C)(C)C)=C2OC2=C1C=CC=C2P->%17(C(C)(C)C)C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)C2=CC=CC(P(C(C)(C)C)C(C)(C)C)=C2OC2=C1C=CC=C2P(C(C)(C)C)C(C)(C)C,CC1=CC=CC=C1,373.15,40,1,2,2,400,25,88.03829144,-0.092209988,-0.04025504,-0.043755852,0.204567906,0.198964991,115.0001092,0.622187151,373.15,40,1,2,2,400,25,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,2
1090,C=CCOC(C)=O,Rh,CC(C)(C)P->%16(CC1=CC=CC=C1CP->%17(C(C)(C)C)C(C)(C)C)C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],CC(C)(C)P(CC1=CC=CC=C1CP(C(C)(C)C)C(C)(C)C)C(C)(C)C,CC1=CC=CC=C1,373.15,40,1,2,2,400,25,88.03829144,-0.092209988,-0.04025504,-0.078723055,0.213903338,0.198683248,102.5021643,0.604617033,373.15,40,1,2,2,400,25,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,2
1091,C=CCOC(C)=O,Rh,CC(C)(C)P->%16(=O)(CC1=CC=CC=C1CP->%17(=O)(C(C)(C)C)C(C)(C)C)C(C)(C)C.[RhH]%16%17%18.[C-]->%18#[O+],CC(C)(C)P(=O)(CC1=CC=CC=C1CP(=O)(C(C)(C)C)C(C)(C)C)C(C)(C)C,CC1=CC=CC=C1,373.15,40,1,2,2,400,25,88.03829144,-0.092209988,-0.04025504,0.031385441,0.402957862,0.429932437,88.58249084,0.449607482,373.15,40,1,2,2,400,25,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.785329835
1092,C=CCOC(C)=O,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC(P->%17(C3=CC=CC=C3)C3=CC=CC=C3)=N2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC(P(C3=CC=CC=C3)C3=CC=CC=C3)=N2)C=C1,CC1=CC=CC=C1,373.15,40,1,2,2,400,25,88.03829144,-0.092209988,-0.04025504,-0.065393286,0.215797192,0.214007263,119.1429057,0.514064247,373.15,40,1,2,2,400,25,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.67669361
1093,C=CCOC(C)=O,Rh,C1=CC=C(P->%16(CCCCP->%17(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(CCCCP(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,373.15,40,1,2,2,400,25,88.03829144,-0.092209988,-0.04025504,-0.101746666,0.198525543,0.216484086,93.16976172,0.523609299,373.15,40,1,2,2,400,25,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,1.06694679
1094,C=CCOC(C)=O,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,373.15,40,1,2,2,400,25,88.03829144,-0.092209988,-0.04025504,-0.088892107,0.216977542,0.19821834,98.7841822,0.554626351,373.15,40,1,2,2,400,25,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.337242168
1095,C=CCOC(C)=O,Rh,CC1(C)C2=C(OC3=C1C=CC=C3P->%16(C1=CC=CC=C1)C1=CC=CC=C1)C(P->%17(C1=CC=CC=C1)C1=CC=CC=C1)=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)C2=C(OC3=C1C=CC=C3P(C1=CC=CC=C1)C1=CC=CC=C1)C(P(C1=CC=CC=C1)C1=CC=CC=C1)=CC=C2,CC1=CC=CC=C1,353.15,40,1,2,2,400,25,88.03829144,-0.092209988,-0.04025504,-0.10776547,0.213729,0.195563109,102.0502661,0.51704016,353.15,40,1,2,2,400,25,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,1.046996563
1096,C=CCOC(C)=O,Rh,CC1(C)C2=C(OC3=C1C=CC=C3P->%16(C1=CC=CC=C1)C1=CC=CC=C1)C(P->%17(C1=CC=CC=C1)C1=CC=CC=C1)=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)C2=C(OC3=C1C=CC=C3P(C1=CC=CC=C1)C1=CC=CC=C1)C(P(C1=CC=CC=C1)C1=CC=CC=C1)=CC=C2,CC1=CC=CC=C1,333.15,40,1,2,2,400,25,88.03829144,-0.092209988,-0.04025504,-0.10776547,0.213729,0.195563109,102.0502661,0.51704016,333.15,40,1,2,2,400,25,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.751499056
1097,C=CCOC(C)=O,Rh,CC1(C)C2=C(OC3=C1C=CC=C3P->%16(C1=CC=CC=C1)C1=CC=CC=C1)C(P->%17(C1=CC=CC=C1)C1=CC=CC=C1)=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)C2=C(OC3=C1C=CC=C3P(C1=CC=CC=C1)C1=CC=CC=C1)C(P(C1=CC=CC=C1)C1=CC=CC=C1)=CC=C2,CC1=CC=CC=C1,373.15,30,1,2,2,400,25,88.03829144,-0.092209988,-0.04025504,-0.10776547,0.213729,0.195563109,102.0502661,0.51704016,373.15,30,1,2,2,400,25,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,1.06069784
1098,C=CCOC(C)=O,Rh,CC1(C)C2=C(OC3=C1C=CC=C3P->%16(C1=CC=CC=C1)C1=CC=CC=C1)C(P->%17(C1=CC=CC=C1)C1=CC=CC=C1)=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)C2=C(OC3=C1C=CC=C3P(C1=CC=CC=C1)C1=CC=CC=C1)C(P(C1=CC=CC=C1)C1=CC=CC=C1)=CC=C2,CC1=CC=CC=C1,373.15,40,3,2,2,400,25,88.03829144,-0.092209988,-0.04025504,-0.10776547,0.213729,0.195563109,102.0502661,0.51704016,373.15,40,3,2,2,400,25,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.977723605
1099,C=CCOC(C)=O,Rh,CC1(C)C2=C(OC3=C1C=CC=C3P->%16(C1=CC=CC=C1)C1=CC=CC=C1)C(P->%17(C1=CC=CC=C1)C1=CC=CC=C1)=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)C2=C(OC3=C1C=CC=C3P(C1=CC=CC=C1)C1=CC=CC=C1)C(P(C1=CC=CC=C1)C1=CC=CC=C1)=CC=C2,CC1=CC=CC=C1,373.15,40,1,2,5,1000,10,88.03829144,-0.092209988,-0.04025504,-0.10776547,0.213729,0.195563109,102.0502661,0.51704016,373.15,40,1,2,5,1000,10,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,1.367976785
1100,C=CC1=CC=CC=C1,Rh,O=C1CCC(=O)N2[C@@H](C3=CC=CC=C3)P->%16(C3=C(P->%174[C@H](C5=CC=CC=C5)N5C(=O)CCC(=O)N5[C@H]4C4=CC=CC=C4)C=CC=C3)[C@H](C3=CC=CC=C3)N12.[RhH]%16%17%18.[C-]->%18#[O+],O=C1CCC(=O)N2[C@@H](C3=CC=CC=C3)P(C3=C(P4[C@H](C5=CC=CC=C5)N5C(=O)CCC(=O)N5[C@H]4C4=CC=CC=C4)C=CC=C3)[C@H](C3=CC=CC=C3)N12,CC1=CC=CC=C1,353.15,13.425,1,3,1.5,5000,0.3,85.3619317,-0.086168799,0.038186577,-0.088589128,0.204336765,0.1813016,83.56649062,0.549617965,353.15,13.425,1,3,1.5,5000,0.3,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.886490725
1101,C=CC1=CC=CC=C1,Rh,C1=CC=C([C@@H]2N3CCCCN3[C@@H](C3=CC=CC=C3)P->%162C2=CC=CC=C2P->%172[C@H](C3=CC=CC=C3)N3CCCCN3[C@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@@H]2N3CCCCN3[C@@H](C3=CC=CC=C3)P2C2=CC=CC=C2P2[C@H](C3=CC=CC=C3)N3CCCCN3[C@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,13.425,1,3,1.5,5000,0.3,85.3619317,-0.086168799,0.038186577,-0.102686551,0.182465991,0.20347088,85.14486605,0.523679184,353.15,13.425,1,3,1.5,5000,0.3,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.477121255
1102,C=CC1=CC=CC=C1,Rh,O=C1C2=C(C=CC=C2)C(=O)N2[C@@H](C3=CC=CC=C3)P->%16(C3=CC=CC=C3P->%173[C@H](C4=CC=CC=C4)N4C(=O)C5=C(C=CC=C5)C(=O)N4[C@H]3C3=CC=CC=C3)[C@H](C3=CC=CC=C3)N12.[RhH]%16%17%18.[C-]->%18#[O+],O=C1C2=C(C=CC=C2)C(=O)N2[C@@H](C3=CC=CC=C3)P(C3=CC=CC=C3P3[C@H](C4=CC=CC=C4)N4C(=O)C5=C(C=CC=C5)C(=O)N4[C@H]3C3=CC=CC=C3)[C@H](C3=CC=CC=C3)N12,CC1=CC=CC=C1,353.15,13.425,1,3,1.5,5000,0.3,85.3619317,-0.086168799,0.038186577,-0.087067493,0.182882364,0.206317975,83.8375843,0.554585585,353.15,13.425,1,3,1.5,5000,0.3,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.755874856
1103,C=CC1=CC=CC=C1,Rh,C1=CC=C(C2N3[C@H]C4=C(C=CC=C4)CN3[C@@H](C3=CC=CC=C3)P->%162C2=CC=CC=C2P->%172C(C3=CC=CC=C3)N3[C@H]C4=C(C=CC=C4)CN3[C@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(C2N3[C@H]C4=C(C=CC=C4)CN3[C@@H](C3=CC=CC=C3)P2C2=CC=CC=C2P2C(C3=CC=CC=C3)N3[C@H]C4=C(C=CC=C4)CN3[C@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,13.425,1,3,1.5,5000,0.3,85.3619317,-0.086168799,0.038186577,-0.08304662,0.200369741,0.171906611,84.92832946,0.574380358,353.15,13.425,1,3,1.5,5000,0.3,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.397940009
1104,C=CC1=CC=CC=C1,Rh,O=C1C2=C(C=CC=C2)C(=O)N2[C@H](C3=CC=CC4=C3C=CC=C4)P->%16(C3=C(P->%174[C@@H](C5=C6C=CC=CC6=CC=C5)N5C(=O)C6=C(C=CC=C6)C(=O)N5[C@@H]4C4=C5C=CC=CC5=CC=C4)C=CC=C3)[C@@H](C3=CC=CC4=C3C=CC=C4)N12.[RhH]%16%17%18.[C-]->%18#[O+],O=C1C2=C(C=CC=C2)C(=O)N2[C@H](C3=CC=CC4=C3C=CC=C4)P(C3=C(P4[C@@H](C5=C6C=CC=CC6=CC=C5)N5C(=O)C6=C(C=CC=C6)C(=O)N5[C@@H]4C4=C5C=CC=CC5=CC=C4)C=CC=C3)[C@@H](C3=CC=CC4=C3C=CC=C4)N12,CC1=CC=CC=C1,353.15,13.425,1,3,1.5,5000,0.3,85.3619317,-0.086168799,0.038186577,-0.056970637,0.197843771,0.179349653,83.90452183,0.635820444,353.15,13.425,1,3,1.5,5000,0.3,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.819543936
1105,C=CCOC(C)=O,Rh,O=C1CCC(=O)N2[C@@H](C3=CC=CC=C3)P->%16(C3=C(P->%174[C@H](C5=CC=CC=C5)N5C(=O)CCC(=O)N5[C@H]4C4=CC=CC=C4)C=CC=C3)[C@H](C3=CC=CC=C3)N12.[RhH]%16%17%18.[C-]->%18#[O+],O=C1CCC(=O)N2[C@@H](C3=CC=CC=C3)P(C3=C(P4[C@H](C5=CC=CC=C5)N5C(=O)CCC(=O)N5[C@H]4C4=CC=CC=C4)C=CC=C3)[C@H](C3=CC=CC=C3)N12,CC1=CC=CC=C1,353.15,13.425,1,3,1.5,5000,0.3,88.03829144,-0.092209988,-0.04025504,-0.088589128,0.204336765,0.1813016,83.56649062,0.549617965,353.15,13.425,1,3,1.5,5000,0.3,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.913813852
1106,C=CCOC(C)=O,Rh,C1=CC=C([C@@H]2N3CCCCN3[C@@H](C3=CC=CC=C3)P->%162C2=CC=CC=C2P->%172[C@H](C3=CC=CC=C3)N3CCCCN3[C@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@@H]2N3CCCCN3[C@@H](C3=CC=CC=C3)P2C2=CC=CC=C2P2[C@H](C3=CC=CC=C3)N3CCCCN3[C@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,13.425,1,3,1.5,5000,0.3,88.03829144,-0.092209988,-0.04025504,-0.102686551,0.182465991,0.20347088,85.14486605,0.523679184,353.15,13.425,1,3,1.5,5000,0.3,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.698970004
1107,C=CCOC(C)=O,Rh,O=C1C2=C(C=CC=C2)C(=O)N2[C@@H](C3=CC=CC=C3)P->%16(C3=CC=CC=C3P->%173[C@H](C4=CC=CC=C4)N4C(=O)C5=C(C=CC=C5)C(=O)N4[C@H]3C3=CC=CC=C3)[C@H](C3=CC=CC=C3)N12.[RhH]%16%17%18.[C-]->%18#[O+],O=C1C2=C(C=CC=C2)C(=O)N2[C@@H](C3=CC=CC=C3)P(C3=CC=CC=C3P3[C@H](C4=CC=CC=C4)N4C(=O)C5=C(C=CC=C5)C(=O)N4[C@H]3C3=CC=CC=C3)[C@H](C3=CC=CC=C3)N12,CC1=CC=CC=C1,353.15,13.425,1,3,1.5,5000,0.3,88.03829144,-0.092209988,-0.04025504,-0.087067493,0.182882364,0.206317975,83.8375843,0.554585585,353.15,13.425,1,3,1.5,5000,0.3,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.963787827
1108,C=CCOC(C)=O,Rh,C1=CC=C(C2N3[C@H]C4=C(C=CC=C4)CN3[C@@H](C3=CC=CC=C3)P->%162C2=CC=CC=C2P->%172C(C3=CC=CC=C3)N3[C@H]C4=C(C=CC=C4)CN3[C@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(C2N3[C@H]C4=C(C=CC=C4)CN3[C@@H](C3=CC=CC=C3)P2C2=CC=CC=C2P2C(C3=CC=CC=C3)N3[C@H]C4=C(C=CC=C4)CN3[C@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,13.425,1,3,1.5,5000,0.3,88.03829144,-0.092209988,-0.04025504,-0.08304662,0.200369741,0.171906611,84.92832946,0.574380358,353.15,13.425,1,3,1.5,5000,0.3,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.698970004
1109,C=CCOC(C)=O,Rh,O=C1C2=C(C=CC=C2)C(=O)N2[C@H](C3=CC=CC4=C3C=CC=C4)P->%16(C3=C(P->%174[C@@H](C5=C6C=CC=CC6=CC=C5)N5C(=O)C6=C(C=CC=C6)C(=O)N5[C@@H]4C4=C5C=CC=CC5=CC=C4)C=CC=C3)[C@@H](C3=CC=CC4=C3C=CC=C4)N12.[RhH]%16%17%18.[C-]->%18#[O+],O=C1C2=C(C=CC=C2)C(=O)N2[C@H](C3=CC=CC4=C3C=CC=C4)P(C3=C(P4[C@@H](C5=C6C=CC=CC6=CC=C5)N5C(=O)C6=C(C=CC=C6)C(=O)N5[C@@H]4C4=C5C=CC=CC5=CC=C4)C=CC=C3)[C@@H](C3=CC=CC4=C3C=CC=C4)N12,CC1=CC=CC=C1,353.15,13.425,1,3,1.5,5000,0.3,88.03829144,-0.092209988,-0.04025504,-0.056970637,0.197843771,0.179349653,83.90452183,0.635820444,353.15,13.425,1,3,1.5,5000,0.3,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.568201724
1110,C=CCC#N,Rh,O=C1CCC(=O)N2[C@@H](C3=CC=CC=C3)P->%16(C3=C(P->%174[C@H](C5=CC=CC=C5)N5C(=O)CCC(=O)N5[C@H]4C4=CC=CC=C4)C=CC=C3)[C@H](C3=CC=CC=C3)N12.[RhH]%16%17%18.[C-]->%18#[O+],O=C1CCC(=O)N2[C@@H](C3=CC=CC=C3)P(C3=C(P4[C@H](C5=CC=CC=C5)N5C(=O)CCC(=O)N5[C@H]4C4=CC=CC=C4)C=CC=C3)[C@H](C3=CC=CC=C3)N12,CC1=CC=CC=C1,353.15,13.425,1,3,1.5,5000,0.3,88.70779012,-0.075816625,-0.026615785,-0.088589128,0.204336765,0.1813016,83.56649062,0.549617965,353.15,13.425,1,3,1.5,5000,0.3,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.633468456
1111,C=CCC#N,Rh,C1=CC=C([C@@H]2N3CCCCN3[C@@H](C3=CC=CC=C3)P->%162C2=CC=CC=C2P->%172[C@H](C3=CC=CC=C3)N3CCCCN3[C@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@@H]2N3CCCCN3[C@@H](C3=CC=CC=C3)P2C2=CC=CC=C2P2[C@H](C3=CC=CC=C3)N3CCCCN3[C@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,13.425,1,3,1.5,5000,0.3,88.70779012,-0.075816625,-0.026615785,-0.102686551,0.182465991,0.20347088,85.14486605,0.523679184,353.15,13.425,1,3,1.5,5000,0.3,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.857332496
1112,C=CCC#N,Rh,O=C1C2=C(C=CC=C2)C(=O)N2[C@@H](C3=CC=CC=C3)P->%16(C3=CC=CC=C3P->%173[C@H](C4=CC=CC=C4)N4C(=O)C5=C(C=CC=C5)C(=O)N4[C@H]3C3=CC=CC=C3)[C@H](C3=CC=CC=C3)N12.[RhH]%16%17%18.[C-]->%18#[O+],O=C1C2=C(C=CC=C2)C(=O)N2[C@@H](C3=CC=CC=C3)P(C3=CC=CC=C3P3[C@H](C4=CC=CC=C4)N4C(=O)C5=C(C=CC=C5)C(=O)N4[C@H]3C3=CC=CC=C3)[C@H](C3=CC=CC=C3)N12,CC1=CC=CC=C1,353.15,13.425,1,3,1.5,5000,0.3,88.70779012,-0.075816625,-0.026615785,-0.087067493,0.182882364,0.206317975,83.8375843,0.554585585,353.15,13.425,1,3,1.5,5000,0.3,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.662757832
1113,C=CCC#N,Rh,C1=CC=C(C2N3[C@H]C4=C(C=CC=C4)CN3[C@@H](C3=CC=CC=C3)P->%162C2=CC=CC=C2P->%172C(C3=CC=CC=C3)N3[C@H]C4=C(C=CC=C4)CN3[C@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(C2N3[C@H]C4=C(C=CC=C4)CN3[C@@H](C3=CC=CC=C3)P2C2=CC=CC=C2P2C(C3=CC=CC=C3)N3[C@H]C4=C(C=CC=C4)CN3[C@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,13.425,1,3,1.5,5000,0.3,88.70779012,-0.075816625,-0.026615785,-0.08304662,0.200369741,0.171906611,84.92832946,0.574380358,353.15,13.425,1,3,1.5,5000,0.3,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.806179974
