Entry,olefin,metal,Ligand-M,ligand,solvent,T(K),p(bar),CO/H2,t(h),L/M,S/M,[M](mM),L/B,kb,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
893,C=CCCCCCC,Rh,CCN1C(=O)N(CC)P->%16(C2=CC=CC=C2)N(CC)C1=O.CCN1C(=O)N(CC)P->%17(C2=CC=CC=C2)N(CC)C1=O.[RhH]%16%17%18.[C-]->%18#[O+],CCN1C(=O)N(CC)P(C2=CC=CC=C2)N(CC)C1=O,CC1=CC=CC=C1,314.15,39.5,2.95,2,10,310.5263158,1.9,0.230448921,41.92105263,,0.557468559,1.7,,
894,C=CCCCCCC,Rh,CCN1C(=O)N(CC)P->%16(C2=CC=CC=C2)N(CC)C1=O.CCN1C(=O)N(CC)P->%17(C2=CC=CC=C2)N(CC)C1=O.[RhH]%16%17%18.[C-]->%18#[O+],CCN1C(=O)N(CC)P(C2=CC=CC=C2)N(CC)C1=O,CC1=CC=CC=C1,314.15,49.1,3.632075472,2,10,310.5263158,1.9,0.230448921,24.84210526,,0.557468559,1.7,,
895,C=CCCCCCC,Rh,CCN1C(=O)N(CC)P->%16(C2=CC=CC=C2)N(CC)C1=O.CCN1C(=O)N(CC)P->%17(C2=CC=CC=C2)N(CC)C1=O.[RhH]%16%17%18.[C-]->%18#[O+],CCN1C(=O)N(CC)P(C2=CC=CC=C2)N(CC)C1=O,CC1=CC=CC=C1,314.15,22.4,0.898305085,2,10,310.5263158,1.9,0.255272505,35.71052632,,0.563658979,1.8,,
896,C=CCCCCCC,Rh,CCN1C(=O)N(CC)P->%16(C2=CC=CC=C2)N(CC)C1=O.CCN1C(=O)N(CC)P->%17(C2=CC=CC=C2)N(CC)C1=O.[RhH]%16%17%18.[C-]->%18#[O+],CCN1C(=O)N(CC)P(C2=CC=CC=C2)N(CC)C1=O,CC1=CC=CC=C1,314.15,28.6,0.580110497,2,10,310.5263158,1.9,0.255272505,35.71052632,,0.563658979,1.8,,
897,C=CCCCCCC,Rh,CCN1C(=O)N(CC)P->%16(C2=CC=CC=C2)N(CC)C1=O.CCN1C(=O)N(CC)P->%17(C2=CC=CC=C2)N(CC)C1=O.[RhH]%16%17%18.[C-]->%18#[O+],CCN1C(=O)N(CC)P(C2=CC=CC=C2)N(CC)C1=O,CC1=CC=CC=C1,314.15,40.2,0.344481605,2,10,310.5263158,1.9,0.255272505,35.71052632,,0.563658979,1.8,,
898,C=CCCCCCC,Rh,CCN1C(=O)N(CC)P->%16(C2=CC=CC=C2)N(CC)C1=O.CCN1C(=O)N(CC)P->%17(C2=CC=CC=C2)N(CC)C1=O.[RhH]%16%17%18.[C-]->%18#[O+],CCN1C(=O)N(CC)P(C2=CC=CC=C2)N(CC)C1=O,CC1=CC=CC=C1,314.15,45.2,0.30259366,2,10,310.5263158,1.9,0.255272505,34.15789474,,0.563658979,1.8,,
899,C=CCCCCCC,Rh,CC1=CC=C(P->%16(O)C2=CC=C(C)C=C2)C=C1.CC1=CC=C(P->%17(O)C2=CC=C(C)C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC=C(P(O)C2=CC=C(C)C=C2)C=C1,C1CCOC1,353.15,50,1,4,4,8000,0.1,0.052178012,1680,,0.513011973,1.127659574,,
900,C=CCCCCCC,Rh,OP->%16(C1=CC=CC=C1)C1=CC=CC=C1.OP->%17(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],OP(C1=CC=CC=C1)C1=CC=CC=C1,C1CCOC1,353.15,50,1,4,4,8000,0.1,0.052178012,1760,,0.513011973,1.127659574,,
901,C=CCCCCCC,Rh,OP->%16(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1.OP->%17(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],OP(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1,C1CCOC1,353.15,50,1,4,4,8000,0.1,0.052178012,1760,,0.513011973,1.127659574,,
902,C=CCCCCCC,Rh,OP->%16(C1=CC=CC=C1)C1=CC=CC=C1.OP->%17(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],OP(C1=CC=CC=C1)C1=CC=CC=C1,CO,373.15,50,1,4,4,8000,0.1,0.104735351,1380,,0.526118541,1.272727273,,
903,C=CCCCCCC,Rh,OP->%16(C1=CC=CC=C1)C1=CC=CC=C1.OP->%17(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],OP(C1=CC=CC=C1)C1=CC=CC=C1,C1CCOC1,373.15,50,1,4,4,8000,0.1,-0.1224064,1880,,0.469474713,0.754385965,,
904,C=CCCCCCC,Rh,OP->%16(C1=CC=CC=C1)C1=CC=CC=C1.OP->%17(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],OP(C1=CC=CC=C1)C1=CC=CC=C1,C1CCOC1,353.15,50,1,4,4,2000,0.1,0.087150176,450,,0.521733211,1.222222222,,
905,C=CCN1C(=O)[C@@H](OC2=CC=CC=C2)[C@H]1C1=CC=CC=C1,Rh,CC1(C)C2=C(OC3=C1C=CC=C3P->%16(C1=CC=CC=C1)C1=CC=CC=C1)C(P->%17(C1=CC=CC=C1)C1=CC=CC=C1)=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)C2=C(OC3=C1C=CC=C3P(C1=CC=CC=C1)C1=CC=CC=C1)C(P(C1=CC=CC=C1)C1=CC=CC=C1)=CC=C2,CC1=CC=CC=C1,353.15,20,1,16,2,500,0.5,0.907997321,24.6875,,0.726433247,8.090909091,,
906,C=CCN1C(=O)[C@@H](OC)[C@H]1C1=CC=CC=C1,Rh,CC1(C)C2=C(OC3=C1C=CC=C3P->%16(C1=CC=CC=C1)C1=CC=CC=C1)C(P->%17(C1=CC=CC=C1)C1=CC=CC=C1)=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)C2=C(OC3=C1C=CC=C3P(C1=CC=CC=C1)C1=CC=CC=C1)C(P(C1=CC=CC=C1)C1=CC=CC=C1)=CC=C2,CC1=CC=CC=C1,353.15,20,1,16,2,500,0.5,0.865301426,27.8125,,0.715785892,7.333333333,,
907,C=CCN1C(=O)[C@@H](OCC2=CC=CC=C2)[C@H]1C1=CC=CC=C1,Rh,CC1(C)C2=C(OC3=C1C=CC=C3P->%16(C1=CC=CC=C1)C1=CC=CC=C1)C(P->%17(C1=CC=CC=C1)C1=CC=CC=C1)=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)C2=C(OC3=C1C=CC=C3P(C1=CC=CC=C1)C1=CC=CC=C1)C(P(C1=CC=CC=C1)C1=CC=CC=C1)=CC=C2,CC1=CC=CC=C1,353.15,20,1,16,2,500,0.5,1.123384909,26.875,,0.780145862,13.28571429,,
908,C=CCN1C(=O)[C@@H](OC2=CC=CC=C2)[C@H]1C1=CC=C(Cl)C=C1,Rh,CC1(C)C2=C(OC3=C1C=CC=C3P->%16(C1=CC=CC=C1)C1=CC=CC=C1)C(P->%17(C1=CC=CC=C1)C1=CC=CC=C1)=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)C2=C(OC3=C1C=CC=C3P(C1=CC=CC=C1)C1=CC=CC=C1)C(P(C1=CC=CC=C1)C1=CC=CC=C1)=CC=C2,CC1=CC=CC=C1,353.15,20,1,16,2,500,0.5,0.907997321,30.3125,,0.726433247,8.090909091,,
909,C=CCN1C(=O)[C@@H](OCC2=CC=CC=C2)[C@H]1C1=CC=C(Br)C=C1,Rh,CC1(C)C2=C(OC3=C1C=CC=C3P->%16(C1=CC=CC=C1)C1=CC=CC=C1)C(P->%17(C1=CC=CC=C1)C1=CC=CC=C1)=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)C2=C(OC3=C1C=CC=C3P(C1=CC=CC=C1)C1=CC=CC=C1)C(P(C1=CC=CC=C1)C1=CC=CC=C1)=CC=C2,CC1=CC=CC=C1,353.15,20,1,16,2,500,0.5,0.688629171,25.3125,,0.671727973,4.882352941,,
910,C=C(C)CN1C(=O)[C@@H](OC2=CC=CC=C2)[C@H]1C1=CC=CC=C1,Rh,CC(C)(C)C1=CC=C(OP->%16(OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)C(C(C)(C)C)=C1.CC(C)(C)C1=CC=C(OP->%17(OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)C(C(C)(C)C)=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC(C)(C)C1=CC=C(OP(OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)C(C(C)(C)C)=C1,CC1=CC=CC=C1,373.15,20,1,16,10,1000,0.25,2,51.25,,0.998753117,100,,
911,C=C(C)CN1C(=O)[C@@H](OC)[C@H]1C1=CC=CC=C1,Rh,CC(C)(C)C1=CC=C(OP->%16(OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)C(C(C)(C)C)=C1.CC(C)(C)C1=CC=C(OP->%17(OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)C(C(C)(C)C)=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC(C)(C)C1=CC=C(OP(OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)C(C(C)(C)C)=C1,CC1=CC=CC=C1,373.15,20,1,16,10,1000,0.25,2,59.375,,0.998753117,100,,
912,C=C(C)CN1C(=O)[C@@H](OCC2=CC=CC=C2)[C@H]1C1=CC=CC=C1,Rh,CC(C)(C)C1=CC=C(OP->%16(OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)C(C(C)(C)C)=C1.CC(C)(C)C1=CC=C(OP->%17(OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)C(C(C)(C)C)=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC(C)(C)C1=CC=C(OP(OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)C(C(C)(C)C)=C1,CC1=CC=CC=C1,373.15,20,1,16,10,1000,0.25,2,57.5,,0.998753117,100,,
913,C=C(C)CN1C(=O)[C@@H](OCC2=CC=CC=C2)[C@H]1C1=C(Br)C=CC=C1,Rh,CC(C)(C)C1=CC=C(OP->%16(OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)C(C(C)(C)C)=C1.CC(C)(C)C1=CC=C(OP->%17(OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)C(C(C)(C)C)=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC(C)(C)C1=CC=C(OP(OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)C(C(C)(C)C)=C1,CC1=CC=CC=C1,373.15,20,1,16,10,1000,0.25,2,55.625,,0.998753117,100,,
914,C=C(C)CN1C(=O)[C@@H](OC2=CC=CC=C2)[C@H]1C1=CC=C(Cl)C=C1,Rh,CC(C)(C)C1=CC=C(OP->%16(OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)C(C(C)(C)C)=C1.CC(C)(C)C1=CC=C(OP->%17(OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)C(C(C)(C)C)=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC(C)(C)C1=CC=C(OP(OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)C(C(C)(C)C)=C1,CC1=CC=CC=C1,373.15,20,1,16,10,1000,0.25,2,48.125,,0.998753117,100,,
915,C=CCCCCCC,Pd,C1=CC=C(P->%16(CCCP->%17(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[PdH]%16%17I,C1=CC=C(P(CCCP(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)C=C1,COCCOCCOC,398.15,60,1,5,2.4,508,1.666666667,0.431959096,46.736,,0.607720473,2.703703704,,
916,C=CCCCCCC,Pd,CC(C)(CP->%16(C1=CC=CC=C1)C1=CC=CC=C1)CP->%17(C1=CC=CC=C1)C1=CC=CC=C1.[PdH]%16%17I,CC(C)(CP(C1=CC=CC=C1)C1=CC=CC=C1)CP(C1=CC=CC=C1)C1=CC=CC=C1,COCCOCCOC,398.15,60,1,5,2.4,508,1.666666667,0.410174465,36.576,,0.602287897,2.571428571,,
917,C=CCCCCCC,Pd,CC(C)CCC(CP->%16(C1=CC=CC=C1)C1=CC=CC=C1)(CP->%17(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C.[PdH]%16%17I,CC(C)CCC(CP(C1=CC=CC=C1)C1=CC=CC=C1)(CP(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C,COCCOCCOC,398.15,60,1,5,2.4,508,1.666666667,0.307560863,16.256,,0.57669847,2.03030303,,
918,C=CCCCCCC,Pd,C1=CC=C(P->%16(CCCP->%17(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[PdH]%16%17I,C1=CC=C(P(CCCP(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)C=C1,COCCOCCOC,398.15,60,1,5,1.1,508,1.666666667,0.410174465,42.672,,0.602287897,2.571428571,,
919,C=CCCCCCC,Pd,CC(C)CCC(CP->%16(C1=CC=CC=C1)C1=CC=CC=C1)(CP->%17(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C.[PdH]%16%17I,CC(C)CCC(CP(C1=CC=CC=C1)C1=CC=CC=C1)(CP(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C,COCCOCCOC,398.15,60,1,5,1.1,508,1.666666667,0.367976785,18.288,,0.591764784,2.333333333,,
920,C=CCCCCCC,Pd,C1=CC=C(P->%16(CCCP->%17(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[PdH]%16%17I,C1=CC=C(P(CCCP(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)C=C1,COCCOCCOC,398.15,60,1,24,1.1,644,1.666666667,0.367976785,17.97833333,,0.591764784,2.333333333,,
921,C=CCCCCCC,Pd,CC(C)(CP->%16(C1=CC=CC=C1)C1=CC=CC=C1)CP->%17(C1=CC=CC=C1)C1=CC=CC=C1.[PdH]%16%17I,CC(C)(CP(C1=CC=CC=C1)C1=CC=CC=C1)CP(C1=CC=CC=C1)C1=CC=CC=C1,COCCOCCOC,398.15,60,1,24,1.1,644,1.666666667,0.367976785,13.685,,0.591764784,2.333333333,,
922,C=CCCCCCC,Pd,CC(C)CCC(CP->%16(C1=CC=CC=C1)C1=CC=CC=C1)(CP->%17(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C.[PdH]%16%17I,CC(C)CCC(CP(C1=CC=CC=C1)C1=CC=CC=C1)(CP(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C,COCCOCCOC,398.15,60,1,24,1.1,644,1.666666667,0.307560863,9.123333333,,0.57669847,2.03030303,,
923,C=CCCCCCC,Pd,CC(C)C(CP->%16(C1=CC=CC=C1)C1=CC=CC=C1)(CP->%17(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C.[PdH]%16%17I,CC(C)C(CP(C1=CC=CC=C1)C1=CC=CC=C1)(CP(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C,COCCOCCOC,398.15,60,1,24,1.1,644,1.666666667,0.307560863,8.05,,0.57669847,2.03030303,,
924,C=CCCCC,Co,C1=CC=C(P->%16(C2=CC=CC=C2)C2=C(P->%17(C3=CC=CC=C3)C3=CC=CC=C3)C=CC=C2)C=C1.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=C(P(C3=CC=CC=C3)C3=CC=CC=C3)C=CC=C2)C=C1,COCCOC,393.15,50,1,1,1,1000,1,0.230448921,594,,0.557468559,1.7,,
925,C=CCCCC,Co,C1=CC=C(P->%16(C2=CC=CC=C2)C2=C(P->%17(C3=CC=CC=C3)C3=CC=CC=C3)C=CC=C2)C=C1.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=C(P(C3=CC=CC=C3)C3=CC=CC=C3)C=CC=C2)C=C1,COCCOC,413.15,50,1,1,1,1000,1,0.113943352,713,,0.528414801,1.3,,
926,C=CCCCC,Co,C1=CC=C(P->%16(C2=CC=CC=C2)C2=C(P->%17(C3=CC=CC=C3)C3=CC=CC=C3)C=CC=C2)C=C1.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=C(P(C3=CC=CC=C3)C3=CC=CC=C3)C=CC=C2)C=C1,COCCOC,433.15,50,1,1,1,1000,1,0.041392685,768,,0.510322365,1.1,,
927,C=CCCCC,Co,C1=CC=C(P->%16(C2=CC=CC=C2)C2=C(P->%17(C3=CC=CC=C3)C3=CC=CC=C3)C=CC=C2)C=C1.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=C(P(C3=CC=CC=C3)C3=CC=CC=C3)C=CC=C2)C=C1,COCCOC,433.15,30,1,1,1,1000,1,-0.026872146,490,,0.493298717,0.94,,
928,C=CCCCC,Co,C1=CC=C(P->%16(C2=CC=CC=C2)C2=C(P->%17(C3=CC=CC=C3)C3=CC=CC=C3)C=CC=C2)C=C1.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=C(P(C3=CC=CC=C3)C3=CC=CC=C3)C=CC=C2)C=C1,COCCOC,433.15,50,1,1,1,1000,1,0.041392685,768,,0.510322365,1.1,,
929,C=CCCCC,Co,C1=CC=C(P->%16(C2=CC=CC=C2)C2=C(P->%17(C3=CC=CC=C3)C3=CC=CC=C3)C=CC=C2)C=C1.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=C(P(C3=CC=CC=C3)C3=CC=CC=C3)C=CC=C2)C=C1,COCCOC,433.15,70,1,1,1,1000,1,0.113943352,840,,0.528414801,1.3,,
930,C=CCCCC,Co,C1=CC=C(P->%16(C2=CC=CC=C2)C2=C(P->%17(C3=CC=CC=C3)C3=CC=CC=C3)C=CC=C2)C=C1.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=C(P(C3=CC=CC=C3)C3=CC=CC=C3)C=CC=C2)C=C1,COCCOC,433.15,90,1,1,1,1000,1,0.146128036,873,,0.536440907,1.4,,
931,C=CC(C)(C)C,Co,C1=CC=C(P->%16(C2=CC=CC=C2)C2=C(P->%17(C3=CC=CC=C3)C3=CC=CC=C3)C=CC=C2)C=C1.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=C(P(C3=CC=CC=C3)C3=CC=CC=C3)C=CC=C2)C=C1,COCCOC,413.15,30,1,2,1,1000,1,0.140178703,300,,0.534957283,1.380952381,,
932,C=CC(C)(C)C,Co,C1=CC=C(P->%16(CCP->%17(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],C1=CC=C(P(CCP(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)C=C1,COCCOC,413.15,30,1,2,1,1000,1,0.1224064,320.5,,0.530525287,1.325581395,,
933,C=CC(C)(C)C,Co,CCP->%16(CC)CCP->%17(CC)CC.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],CCP(CC)CCP(CC)CC,COCCOC,413.15,30,1,2,1,1000,1,0.069635928,385.5,,0.517365568,1.173913043,,
934,C=CC(C)(C)C,Co,CCP->%16(CC)C1=CC=CC=C1P->%17(CC)CC.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],CCP(CC)C1=CC=CC=C1P(CC)CC,COCCOC,413.15,30,1,2,1,1000,1,0.017374096,424,,0.504332692,1.040816327,,
935,C=CC(C)(C)C,Co,CC(C)(C)C1=CC(OC)=CC(C2=C(OP->%163OC4=CC=CC=C4C(C=CC=C5)=C5O3)C(C(C)(C)C)=CC(OC)=C2)=C1OP->%17(OC6=CC=CC=C67)OC8=C7C=CC=C8.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],CC(C)(C)C1=CC(OC)=CC(C2=C(OP3OC4=CC=CC=C4C(C=CC=C5)=C5O3)C(C(C)(C)C)=CC(OC)=C2)=C1OP(OC6=CC=CC=C67)OC8=C7C=CC=C8,CC1=CC=CC=C1,393.15,15,1,0.333333333,3,1000,1,2,2892,,0.998753117,100,,
936,C=CC(C)(C)C,Co,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,393.15,10.3,1,0.333333333,400,1000,1,1.531478917,2733,,0.881914942,34,,
937,C=CCCCCCC,Co,CP->%16(C)C.CP->%17(C)C.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],CP(C)C,CC1=CC=CC=C1,313.15,40,0.333333333,24,2,100,5,0.629731418,1.6675,,0.657040254,4.263157895,,
938,C=CCCCCCC,Co,CCCCP->%16(CCCC)CCCC.CCCCP->%17(CCCC)CCCC.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],CCCCP(CCCC)CCCC,CC1=CC=CC=C1,313.15,40,0.333333333,24,2,100,5,0.431959096,1.74,,0.607720473,2.703703704,,
939,C=CCCCCCC,Co,CCCCCCCCP->%16(CCCCCCCC)CCCCCCCC.CCCCCCCCP->%17(CCCCCCCC)CCCCCCCC.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],CCCCCCCCP(CCCCCCCC)CCCCCCCC,CC1=CC=CC=C1,313.15,40,0.333333333,24,2,100,5,0.431959096,2.199166667,,0.607720473,2.703703704,,
940,C=CCCCCCC,Co,C1CCC(P->%16(C2CCCCC2)C2CCCCC2)CC1.C1CCC(P->%17(C2CCCCC2)C2CCCCC2)CC1.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CC1=CC=CC=C1,313.15,40,0.333333333,24,2,100,5,0.602059991,2.150833333,,0.650139649,4,,
941,C=CCCCCCC,Co,C1C2CC3CC1CC(P->%16(C14CC5CC(CC(C5)C1)C4)C14CC5CC(CC(C5)C1)C4)(C2)C3.C1C2CC3CC1CC(P->%17(C14CC5CC(CC(C5)C1)C4)C14CC5CC(CC(C5)C1)C4)(C2)C3.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],C1C2CC3CC1CC(P(C14CC5CC(CC(C5)C1)C4)C14CC5CC(CC(C5)C1)C4)(C2)C3,CC1=CC=CC=C1,313.15,40,0.333333333,24,2,100,5,0.629731418,1.78875,,0.657040254,4.263157895,,
942,C=CCCCCCC,Co,CCCCP->%16(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2.CCCCP->%17(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],CCCCP(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,CC1=CC=CC=C1,313.15,40,0.333333333,24,2,100,5,0.431959096,3.077916667,,0.607720473,2.703703704,,
943,C=CCCCCCC,Co,CCCCCCP->%16(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2.CCCCCCP->%17(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],CCCCCCP(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,CC1=CC=CC=C1,313.15,40,0.333333333,24,2,100,5,0.454258372,3.153333333,,0.613281389,2.846153846,,
944,C=CCCCCCC,Co,C1=CC=C(CP->%16(C23CC4CC(CC(C4)C2)C3)C23CC4CC(CC(C4)C2)C3)C(CP->%17(C23CC4CC(CC(C4)C2)C3)C23CC4CC(CC(C4)C2)C3)=C1.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],C1=CC=C(CP(C23CC4CC(CC(C4)C2)C3)C23CC4CC(CC(C4)C2)C3)C(CP(C23CC4CC(CC(C4)C2)C3)C23CC4CC(CC(C4)C2)C3)=C1,CC1=CC=CC=C1,313.15,40,0.333333333,24,2,100,5,0.477121255,2.881666667,,0.618982857,3,,
945,C=CCCCCCC,Co,O=C(C1=CC=CC=C1)P->%16(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2.O=C(C1=CC=CC=C1)P->%17(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],O=C(C1=CC=CC=C1)P(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,CC1=CC=CC=C1,313.15,40,0.333333333,24,2,100,5,0.720159303,0.175,,0.679590849,5.25,,
946,C=CCCCCCC,Co,O=C(C1=CC2=C(C=CC=C2)C=C1)P->%16(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2.O=C(C1=CC2=C(C=CC=C2)C=C1)P->%17(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],O=C(C1=CC2=C(C=CC=C2)C=C1)P(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,CC1=CC=CC=C1,313.15,40,0.333333333,24,2,100,5,0.658541347,0.658333333,,0.664224775,4.555555556,,
